Sample	NMR_2-Methylbutyrate	NMR_Lactate	NMR_Alanine	NMR_Tyrosine	NMR_Isoleucine	NMR_Leucine	NMR_Valine	NMR_Lysine	NMR_Succinate	NMR_Glycine	NMR_b_arabinose	NMR_b_xylose	NMR_Acetate	NMR_Propionate	NMR_Butyrate	NMR_Glucose	NMR_Isovalerate	NMR_Uracil	NMR_Hypoxanthine	Tryptophan_Metabolites_5-hydroxyindole acetate	Tryptophan_Metabolites_melatonin (pg/mg)	Tryptophan_Metabolites_anthranilate (pg/mg)	Tryptophan_Metabolites_indole-3-propionic acid	Tryptophan_Metabolites_3-methylindole (relative; raw peak area only)	Tryptophan_Metabolites_Tryptophan	Tryptophan_Metabolites_Kynurenate (no IS)	Tryptophan_Metabolites_Kynurenine (no IS)	Tryptophan_Metabolites_Serotonin	Tryptophan_Metabolites_tryptamine	Tryptophan_Metabolites_indole-3-acetic acid (no IS)	Tryptophan_Metabolites_indole	BA_Metabolites_Deoxycholic acid	BA_Metabolites_Cholic acid	BA_Metabolites_Ursodeoxycholic acid	BA_Metabolites_Lithocholic acid	BA_Metabolites_Chenodeoxycholic acid	BA_Metabolites_Deoxycholic acid sulphate	BA_Metabolites_Taurocholic acid	BA_Metabolites_Glycocholic acid	BA_Metabolites_Taurodeoxycholic acid	BA_Metabolites_Glycodeoxycholic acid	BA_Metabolites_Glycochenodeoxycholic acid	BA_Metabolites_Taurochenodeoxycholic acid
39.T.5	18.10978719	18.9441955	64.07214163	11.93606366	26.92137488	73.07145482	23.20335632	28.05047754	33.47468174	17.20781897	3.699768222	7.321117545	1104.980255	299.8547927	155.6759947	15.11297327	59.98447635	1.73147708	1.606002985	0.00735	0.0148	4.99430698	2.191382108	22640	8.697372315	0.077648382	0.329441416	0.12414524	4.421380479	19.24520073	58.27896567	9557.025088	3987.559298	2511.667895	833.790614	1291.114035	5878.57114	130.0592105	12.62789474	616.2316667	32.92482456	24.40859649	47.45017544
34.T.4	14.99593917	11.22991761	36.51400435	7.545374919	15.8349785	37.97135038	13.3370577	17.47610516	38.16275376	53.54840125	4.729845397	4.209541615	454.72726	99.1592807	84.30276673	3.867727316	29.46541732	1.696528995	1.906418815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4323.657061	194.1313837	145.8877318	193.3355207	141.7536377	19.11126961	NA	125.1843081	NA	77.5746077	96.44422254	NA
46.T.0	12.13167004	14.7910762	60.51543028	13.30213916	26.24202496	72.31558023	24.24802695	26.73654463	22.64903487	16.04300005	4.041494575	2.437359576	394.3246867	101.2264999	69.45486288	4.960129174	30.36694487	1.579969312	1.206448483	0.0696	0.0895	7.850664036	6.431473852	5721	17.35150085	0.178843993	0.316072171	0.390257105	0.745436283	19.44202959	87.21965516	9335.719231	608.9290724	2412.843326	3459.565724	738.3651584	2049.479638	65.2760181	13.86402715	669.2625566	19.23902715	15.72466063	55.19683258
54.T.4	9.965610116	17.84469428	57.56580465	9.755400687	22.34208229	49.94319736	22.45594141	20.10629417	35.39013801	23.11262762	4.965972683	4.586450734	548.769004	83.77349318	83.24933567	4.739678057	23.81954587	1.917240252	2.047671454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7790.314621	993.9190345	652.5055172	1109.604966	436.3209655	84.52648276	NA	78.06055172	90.05489655	118.6322759	85.29641379	3.733655172
49.T.6	18.47176758	14.72647141	44.43632458	5.80826633	16.99318011	38.62906675	16.27445483	15.74280285	34.73690199	15.20949601	3.6059046	3.2058830719999998	392.2600854	106.0462949	64.80999819	3.972618335	27.09075547	2.6719198	3.646415074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8995.093267	115.3356608	382.9478803	1605.370075	117.0034913	8.15798005	NA	28.00773067	NA	52.55174564	29.55773067	NA
26.T.4	12.89531328	16.02563386	41.07069362	7.760018444	16.67296892	34.34993797	15.29619498	16.93285073	23.24051965	17.86995025	3.819837292	3.052394917	204.213814	44.93951188	57.62827862	2.036207837	24.24808597	1.737111906	2.19322998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3700.715672	13.27895522	128.3189552	929.3065672	18.42776119	7.111791045	NA	NA	NA	NA	6.419104478	NA
48.T.4	15.89850746	13.09580937	45.30503048	8.487661028	17.9030703	40.54905394	16.89996534	15.31568922	23.82523339	13.7208293	3.948190171	3.472918726	417.9246057	76.71567103	79.21285969	3.843242108	33.97358321	1.628115658	2.593817949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9001.131089	60.07908309	517.580659	1463.456447	133.5237822	77.88954155	NA	40.44455587	39.91547278	83.50458453	37.13108883	NA
70.T.2	28.78359308	21.05804897	86.75100209	10.26099119	31.65688047	65.57827463	24.53248644	23.79729123	27.3599827	32.7857004	4.557658577	3.425095166	475.3709541	134.249375	90.32723715	2.525582492	61.0884321	3.082591043	1.230563078	0.0489	0.336358077	6.476327725	2.451119133	1373423	30.4270015	0.468880654	0.068971681	2.401952001	0.357117619	20.79306283	120.8804897	3449.986667	25.04097222	164.4630556	227.8843056	24.27861111	5.794166667	NA	NA	NA	NA	6.138055556	NA
75.T.3	19.9183057	16.65593184	58.35291599	8.999775537	23.24666545	54.02943711	21.15681236	21.21000544	29.38355612	17.48904039	4.09522953	3.417195787	506.7768545	94.29952643	97.23559147	2.887019228	44.32945227	1.556744763	1.168611542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8956.111111	51.23972222	522.6656944	936.3706944	73.03791667	6.686388889	NA	26.17013889	NA	20.48194444	16.93972222	NA
70.T.4	17.41440436	21.810202490000002	88.25019422	10.71312201	32.78228591	69.50476414	26.68882923	28.130956	38.31534215	29.81307705	4.922634177	3.736186181	365.1600277	116.134057	63.77522872	3.511327773	34.26604456	2.971538542	2.179778662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8196.081064	106.3309987	444.6944228	427.6010376	109.280415	76.53540856	NA	20.24098573	NA	45.35226978	13.74020752	NA
74.T.5	17.75210274	14.93509679	52.73989765	8.552485881	20.08267578	49.33888389	16.76952523	18.52880828	23.46952941	15.12361284	4.188839536	3.086901056	256.2972853	66.60076658	62.21463159	2.704614792	37.23996482	1.529999752	2.354260664	0.0174	0.397299242	19.45048406	1.972080705	1281400	5.964650362	1.031130357	0.048147773	0.591845955	NA	148.7273929	22.93293326	6834.740265	21.19542773	351.4333333	2250.349853	58.73082596	8.637020649	NA	NA	NA	NA	4.589528024	NA
66.T.1	20.29772768	19.35900803	62.3767436	9.916582032	24.91770675	59.61189714	22.8098454	17.62383898	19.80861207	15.67872374	3.931520125	3.276978637	190.7556618	74.07994951	55.45910165	1.483724735	42.01534454	1.641262701	1.440540667	0.1920856	0.654245087	12.57426957	0.809405887	6188653	53.67464766	0.143127411	0.134135086	0.495430325	3.042682187	65.782892	79.93026939	8581.02475	25.55516667	1015.074417	2798.246083	251.23025	38.33883333	NA	NA	NA	14.08441667	2.05025	NA
29.T.0	10.76328717	12.14482132	36.70712365	7.566151721	15.41105395	39.2074713	12.31468017	24.08361752	21.07370139	13.1544789	4.935909779	5.147932081	548.2903603	84.30175829	142.3303613	4.840648028	20.83608383	1.377788463	1.458733194	0.0551	0.108145554	5.436062993	11.96817389	3144	9.031175169	0.143245605	0.379972792	0.545844835	0.723850667	21.43392909	27.09542459	6506.723795	119.6385692	1009.531726	3267.090047	301.344479	3086.265785	NA	19.23390358	NA	NA	28.30404355	NA
46.T.1	14.80782519	14.63678593	59.07088632	8.173576321	21.97719131	48.53260095	18.7969118	25.03141534	20.62996702	16.23213231	3.729346236	3.823698562	441.7403645	140.9677653	74.81890822	5.447097752	40.1794151	1.90089501	1.493157808	0.0437	0.264141382	2.354144633	2.158037453	9738	55.60435428	0.020837596	0.213616183	0.948486022	2.348931717	19.12167728	97.37696119	9611.706853	1360.812056	2325.461548	2561.711802	1399.013198	2482.074873	59.3215736	NA	388.6800761	15.75596447	13.1857868	46.81040609
26.T.1	20.08829722	18.12928576	59.26704349	11.10081886	23.88337932	52.04645095	23.664818790000002	21.68717885	24.02095352	24.65458521	3.946152123	3.0124417	438.2215666	96.39765767	121.8162123	1.96741531	42.37189793	1.798952215	1.970403403	16.3328635	0.978073571	1.744070585	0.189802578	1492006	2.69424368	0.118375415	0.048260427	2.418632099	0.0811	6.348032107	5.294760367	2026.691786	27.06375489	96.99361147	300.6474576	26.69022164	8.264928292	NA	31.64980443	NA	NA	19.32920469	NA
19.T.4	16.31187957	15.56852183	49.86331316	9.793742236	21.32703546	45.03382803	15.3416809	21.90468939	21.40197523	15.77828731	4.205810907	3.200335574	285.0054912	106.6394389	68.87833013	11.08835352	39.52995389	1.340539109	0.757602652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9066.774522	373.3199575	1216.90414	253.6815287	210.19331210000001	8838.408174	47.91104034	24.44469214	454.8712314	18.04320594	18.00392781	2.386730361
21.T.3	29.13398262	17.83222982	67.62823698	9.802194233	25.42049579	54.84698948	21.10255125	18.4287471	23.67046544	19.68349326	3.937370907	3.678791644	332.5502716	101.5211548	142.7188066	1.774021485	61.94738958	2.60116772	2.222618428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9285.832931	27.92135103	657.3993969	944.7799759	199.3366707	21.33100121	NA	NA	NA	24.8092883	5.928106152	NA
71.T.1	7.115985842	17.48972633	53.21590038	10.89339754	23.44679244	58.0221603	20.92981822	23.77638554	1539.228287	24.63067542	8.257360243	5.49449374	950.3404757	79.62065863	82.54492516	14.23779841	24.82179839	1.904611662	0.718813392	0.00914	0.616158386	5.086993753	5.037559361	6723	38.7073124	0.150391686	0.269373103	1.485706034	0.55728853	88.92110848	25.46668485	7972.14978	2638.569457	213.9544787	997.625257	930.0110132	2276.46931	NA	63.28502203	NA	100.8453744	82.01894273	NA
19.T.5	10.35188668	15.85372083	43.51019909	6.028377881	19.33012081	38.08992111	13.71699189	13.33843058	19.66278408	14.13693093	3.61796567	2.557719601	112.9830011	35.89624934	34.99526157	5.79737354	31.74902686	1.207333938	0.667483246	0.041	0.425189755	3.494414949	0.583930513	20157	5.214062081	0.434577747	0.251194532	1.082319571	6.000549461	12.55554143	141.3562378	9432.931639	237.2531967	403.7298361	1810.36082	71.00893443	2714.477787	27.39598361	15.12967213	603.8204098	NA	9.315081967	9.842868852
4.T.4	19.60515991	19.87238616	73.76153826	8.832115021	30.58840538	69.684422	26.85835123	22.80631641	28.2469976	18.45835332	3.214264521	3.770930601	403.7780352	89.36196387	73.40304304	3.274373444	26.61408198	1.916540002	3.08843532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10268.97354	56.89553846	801.8788462	1307.279462	246.5567692	14.98807692	NA	12.44376923	NA	46.90315385	16.11784615	NA
67.T.1	17.93726142	15.27282638	56.16607004	6.687561349	19.58150616	53.52878845	17.13136599	19.16004415	25.38540349	11.66378041	5.0167651620000004	5.356120425	478.4064403	102.6772663	103.8267632	2.689705751	20.57452849	1.913343872	2.044246501	0.0262	0.540892672	6.917330008	2.632890839	616925	32.8783826	0.421584038	0.187847021	0.263844218	0.368020067	31.58710388	55.82884144	9917.669573	404.105641	573.5023932	2045.18812	374.4630769	21.99264957	12.25974359	126.8404274	NA	55.96376068	33.37102564	NA
74.T.2	16.25125308	15.95145315	47.28032322	8.380698131	18.55195383	45.60286095	16.35207301	20.26992839	25.78814155	14.61569226	4.031505873	4.411799399	604.5619148	111.6139011	128.1640893	3.830843036	34.28108212	1.764113392	3.215293122	0.053900000000000003	0.473263364	11.80349432	3.899856129	355588	9.44834934	0.39093003	0.345577607	0.892602735	0.138085855	66.57386098	48.83041845	7864.3568	620.5686667	555.2474667	229.6354667	208.256	3150.354667	NA	104.318	NA	53.32746667	36.48253333	NA
10.T.1	19.36979394	10.64983396	30.99266093	4.781752273	16.68619855	32.94105754	14.16267582	16.54709321	25.0688866	11.45438135	4.360672554	4.059263452	347.9977313	63.90287561	46.96422781	3.253291859	39.16587517	1.431854699	0.58536334	13.2031864	23.31930985	3.984255222	0.174408407	1595009	6.625413368	0.126200872	0.010630863	69.97135453	0.0437	8.339152118	7.202397304	691.2264336	32.26629371	44.53328671	578.6823776	18.98573427	9.675664336	NA	32.93034965	NA	NA	38.11986014	2.169090909
72.T.2	12.17784908	14.53400284	46.99171722	8.745010237	16.10458889	39.78085605	15.97198626	31.92138544	19.05205527	14.91351194	4.692986841	4.174430349	702.8133205	113.0945049	133.0350439	7.004010172	27.46630112	1.121315591	1.623678564	0.0357	0.658716922	26.96397895	11.19912173	5242	9.65018534	0.862628665	0.477442494	0.295166062	0.225005671	117.5351717	96.14690403	8960.441248	1113.916401	1324.039045	1194.044431	782.1990208	11.30966952	14.83684211	29.43047736	88.04577723	31.67906977	49.80917993	12.23904529
2.T.6	13.96794926	27.16649501	92.94563351	20.41721522	39.61439167	95.09394854	37.17620964	29.99838614	23.01697102	42.21445409	3.430131581	2.771887337	256.4397743	76.41582657	58.1695565	8.447693182	32.42213516	2.005425071	1.331545801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4673.056443	85.71945876	133.1215206	1297.09433	99.62731959	2155.796005	47.525	81.67139175	51.27126289	74.87873711	120.2434278	39.90515464
21.T.1	17.2093826	14.55430892	54.95126491	8.165062778	22.75706484	49.23695777	18.59792717	17.3097085	31.82136183	20.91210744	3.940821969	3.535429171	215.5735049	69.31197323	68.07359866	3.237999936	40.17203535	2.628628429	2.436224053	0.466607288	2.198373765	1.80156093	1.233157492	1566570	9.186948672	0.049483913	0.06394451	5.806886456	0.523048394	6.280569542	28.57954669	6600.667666	1667.041982	1020.376532	800.065189	472.9868318	115.2482399	NA	NA	NA	23.78722295	7.890221643	NA
43.T.6	6.815006449	13.46963317	30.31157753	7.670461287	15.29871687	32.60763258	12.68361803	22.96492416	758.2414397	13.38634508	6.845206514	8.154676687	1227.410005	46.80711101	168.824884	17.64873755	13.75224404	1.636004472	1.3724742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2454.388408	7556.197232	593.382699	191.083737	1792.398443	6.744290657	495.3775087	138.4354671	38.6884083	NA	68.03581315	211.0602076
30.T.0	15.5871835	15.35129188	55.28137518	10.62643572	23.85373664	60.72343458	19.78956264	28.20849832	24.71396542	15.80420462	4.366099032	3.199527062	462.7188126	106.3217086	125.8605014	9.598876667	40.21460907	1.467022241	1.736107261	0.0811	0.242699733	12.35706614	3.260005263	118743	10.26279001	0.521393431	0.111800231	0.290025203	0.170637983	56.91071169	88.0099449	8988.454107	2474.973932	602.7693319	1131.312158	395.8015334	251.6506024	94.31785323	40.42475356	235.449069	24.16352683	36.23121577	20.49627601
27.T.2	19.25136799	15.4279727	63.12332122	10.20184369	23.60562908	58.36623137	19.31377889	20.84590979	23.52921308	15.22242835	3.765193924	3.310913783	360.3897718	80.64874785	64.39659106	1.964556088	39.97093145	2.443172474	3.212170209	0.0799	0.609020698	6.528292176	2.093675368	1496551	15.28085104	0.532319134	0.03662176	0.03801624	8.79340756	73.27848295	52.54624256	4602.391713	29.27513812	170.1019337	570.8122928	38.81809392	7.862292818	NA	NA	NA	NA	4.994060773	NA
43.T.2	14.1215863	16.71662515	56.36163969	11.47167411	23.27908798	47.95146656	22.7927915	40.89191827	33.5309258	24.04676113	4.476092954	3.427655159	546.8741504	106.7178724	115.1701259	7.259299518	36.67282645	2.004574021	1.847705261	0.0548	1.114633219	7.188967058	4.187436885	7657	15.62329126	0.671481923	0.153995794	1.447689764	0.746389905	73.85711151	303.2734093	1222.061685	35.82404891	134.8148098	93.81548913	84.82907609	1.594157609	NA	NA	30.94497283	NA	5.595923913	NA
39.T.0	7.143321646	27.53880371	69.31033545	12.24565225	35.21877175	67.08693687	29.78980872	24.83717198	54.8272829	34.84550346	6.53513463	7.987770751	725.8004666	164.6799676	62.63776585	22.00989545	38.91532407	2.715533612	2.30830742	0.0572	0.426976344	3.587832434	1.930327419	11582	36.26055043	0.086425642	0.161254668	0.135210513	3.452630218	8.950032512	9.820931841	9166.585597	17497.93806	4823.101288	378.5408665	4075.447775	4989.427518	1565.860304	478.9628806	249.1548009	151.9031616	199.7608899	87.41065574
46.T.3	9.238970982	20.97138344	64.59231986	12.61518475	30.96921073	68.7368273	25.842169	24.08020086	22.51764193	24.64147189	2.919215156	2.440008005	423.593797	109.2630774	82.56867235	4.961784752	34.59443053	1.682974017	1.191811324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8676.617039	9794.262849	2540.132961	1549.01243	3477.080447	4320.869553	896.0173184	34.87430168	502.9653631	29.05460894	40.59203911	170.3674581
39.T.4	15.91187077	17.8508204	54.67711358	10.91818467	21.54057338	53.13483575	19.90982033	28.62297213	21.26157891	19.18199134	3.912380472	3.793222181	686.1083632	168.2898372	88.77669785	8.678225302	37.80214	2.34491032	1.57950491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8979.277649	2500.356589	2471.030879	804.1237726	773.8857881	4640.680491	80.36046512	58.94237726	293.9377261	19.12118863	16.59638243	20.70413437
2.T.0	12.45521165	34.99018464	89.02026668	19.57915528	42.52809368	90.49462156	39.14526155	33.86660004	36.6955435	48.71051014	3.86170475	3.756757537	258.1675059	71.52606648	54.80622011	18.17486112	25.2107713	2.8642459750000002	2.262246468	0.0746	0.483841914	5.172703539	1.542147411	5133	32.54196478	0.344216307	0.098480259	0.280694893	1.016171286	51.55913342	74.89537303	4302.796512	131.8258398	104.3678295	952.9677003	4302.796512	5517.602842	21.42338501	NA	33.72932817	14.50723514	15.50710594	8.638372093
36.T.5	16.85621369	17.80786647	33.2344906	5.873438065	11.76165095	23.72014237	9.87713737	16.92389317	26.58480857	11.26624063	4.591162892	4.118913467	996.3666274	109.4936311	252.3936873	8.268187648	30.97822	1.216813366	2.476678219	0.320499524	0.484377955	18.53434967	7.480851736	37375	7.477370064	1.689918693	0.154698573	0.3333068	0.564463109	92.80513313	40.02772322	391.793719	47.75553719	39.19504132	417.8730579	43.01917355	17.37785124	NA	NA	NA	NA	4.949421488	NA
44.T.4	15.96790229	19.75552958	56.12958292	8.965254211	23.18627988	51.24490318	20.55258593	18.68595659	23.07129882	21.25261936	4.305589849	4.357658202	233.9281492	46.71264968	47.6908908	2.179433544	33.18123652	1.813239483	0.603712848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2826.920444	88.94592593	143.3613333	259.4345185	15.30222222	15.63392593	NA	NA	NA	NA	3.757925926	NA
19.T.1	15.67393141	24.82385202	73.10138415	14.78117841	39.259456900000004	74.81796947	29.79704468	27.4195125	31.57236048	32.96105737	3.593691195	2.539589937	365.4300824	130.7579828	61.26962377	11.18987044	33.8053928	2.265779502	1.332112248	1.773034826	1.099251287	3.632954198	0.424507311	1611269	4.10695145	0.213008793	0.050473419	14.45270615	0.0849	7.797513672	41.55880146	8775.619063	1553.701917	1906.35655	1361.68935	725.184771	8456.091054	40.76443024	22.84973376	246.8881789	17.59211928	21.31629393	18.74930777
15.T.3	12.967245	15.02841301	57.26263311	10.77263165	22.26370533	64.87305554	22.02526854	21.75821623	30.5714784	17.78729516	3.261117161	3.135178176	321.3960801	91.24987376	52.17174133	6.89244467	33.19335212	1.56954932	1.802555074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8702.746762	117.4192097	312.8836443	458.0753019	84.5687157	15482.11273	NA	43.91448957	NA	77.31383095	44.4974753	NA
2.T.3	15.08801056	28.29023773	88.04355252	19.11709295	38.55427366	88.07656201	36.11883051	30.91212954	26.77573296	44.85555404	3.764184413	3.044816239	261.4808379	90.18750812	70.09242754	13.28667881	33.35472717	2.673184595	1.610427056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7694.072933	121.0018667	226.8232	2312.080933	90.86493333	109.4593333	24.45893333	19.17586667	63.64413333	17.00066667	23.41013333	17.43586667
13.T.6	5.1371989	20.23473866	111.8873133	11.70443977	37.17692354	58.82556209	25.26345136	55.65068395	451.8266617	34.32821419	4.64113929	5.048735199	566.4979048	51.75454359	50.08222976	7.312614469	21.24864186	2.695831737	1.637405123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1066.672093	15076.9168	163.1741602	0	2000.527003	645.4127907	880.9145995	249.3224806	36.49832041	NA	38.1378553	4.75374677
57.T.1	16.94464295	18.05629529	58.89468689	11.29742265	25.76000243	61.04007581	23.44436108	24.79856638	22.08615298	21.04393105	3.504814268	3.715241876	287.3697926	81.22866023	77.84821591	8.56795236	37.71879675	1.430401581	2.2261948	0.0929	0.868758708	11.82122941	3.768015248	2991430	40.66197588	1.073560024	0.156059949	0.263041156	0.608886142	32.62531619	201.2815477	7564.211111	93.77986111	306.87625	844.89194440000006	79.84611111	16.51	NA	16.10027778	NA	NA	14.27513889	NA
40.T.6	17.81401519	18.56166449	61.24975705	10.28532154	22.59129801	56.45093371	20.99644942	28.43718766	21.65143608	19.6611042	4.172936272	2.974486259	377.6909534	114.725386	63.34607689	9.432826701	36.76578693	1.905410563	1.450059857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8611.66274	99.20653009	246.6916773	1315.146607	100.6368758	11.64519846	NA	26.94212548	NA	16.29628681	18.29526248	3.124199744
13.T.5	21.96115776	21.15753802	87.6341798	13.49323402	44.56850915	89.69907071	35.11565781	33.17353615	21.08403464	24.86945332	3.990877793	2.886878391	842.1064193	202.9875308	122.2448871	6.953961703	40.40850395	2.826033137	1.983248281	0.0764	0.384918398	6.433382489	1.11551301	33990	12.31388009	0.055873619	0.236853653	0.316249513	5.537352449	61.95571544	230.2536739	7732.390409	757.2586957	450.8462916	865.2415601	435.7474425	11.11828645	114.6194373	301.1754476	83.23976982	44.4842711	132.1639386	NA
68.T.1	9.67016356	12.35034362	35.87058593	5.645288423	12.94328322	32.92509655	12.2357069	13.16447031	15.26986558	21.08910099	7.149338885	5.162470476	138.1776253	30.61513439	28.68814854	4.415806941	24.30166517	1.401921412	1.011610224	0.0423	4.643749128	14.7942721	0.0647	4867128	28.24673092	0.378515815	0.203146765	2.135082568	1.186631517	16.86523281	80.37411744	8597.754457	168.7996337	489.2965812	1844.83138	87.42136752	9.87008547	NA	NA	NA	18.66507937	4.811721612	NA
17.T.6	22.42995469	16.12512416	57.56125772	8.390776052	18.21718816	47.9064673	16.98554899	16.3799994	27.34267875	17.12080972	4.267783838	3.720514327	431.9549528	89.28536905	67.36808102	2.52907782	49.74430902	1.844232389	1.563985175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7510.535385	36.54215385	1221.353231	729.5396923	309.7456923	11.38615385	NA	33.19169231	NA	19.98784615	12.21292308	NA
24.T.0	14.76100657	16.06961144	62.56621297	10.44889275	22.71231247	54.80866253	19.78145724	20.37642789	23.72378136	16.21816374	4.157025487	3.495930212	373.6320161	62.73101459	69.54563825	2.749615608	30.39294921	2.655012769	4.029286072	0.0438	0.193102166	3.4028186	3.912865129	801015	7.914685758	0.521060822	0.089565728	0.652164962	2.670341466	81.08155195	27.81192018	7074.564641	131.1546961	524.3462707	1230.734945	189.5582873	12.98162983	NA	93.72555249	NA	80.40718232	28.20676796	NA
55.T.2	12.62298208	29.26612309	72.90641578	14.3979241	32.17482272	76.20702069	30.94526675	21.68245557	20.9698751	38.26466548	4.021628357	3.097245174	206.6156463	71.69812001	53.91088571	4.179105468	26.96172831	2.19523588	1.623268129	0.129342145	0.164195472	16.69255645	0.828713144	315154	21.03888038	0.222100463	0.182303586	1.864408654	2.756679452	91.23188846	184.1578546	8543.085509	720.6010444	408.6711488	1692.200131	330.260705	7000.096867	NA	44.8	NA	71.0151436	57.61906005	NA
30.T.2	12.37156191	19.04998928	71.28134658	10.229698	24.93106763	57.94804586	21.13975153	31.85026713	24.09644482	21.62959602	6.029132914	5.050160896	274.3657831	72.27910301	47.22162466	2.947279924	38.01731039	2.659526529	2.292964577	0.162061731	0.779438251	8.245855656	3.684297113	40951	43.67376886	0.154181268	0.252477208	0.304228916	1.260845375	83.04624055	325.3700259	8985.804286	270.5508036	1206.839018	297.3821429	246.3750893	9.035357143	10.846875	12.31955357	598.2103571	40.19607143	8.672857143	NA
31.T.1	6.430689963	101.0545409	65.01327098	9.612741625	28.35671716	49.17726461	22.8100741	23.22278186	38.30787343	54.82232675	7.879693743	19.65389854	740.8749506	82.76356436	56.83612	14.00403972	9.917076356	1.895190982	1.307271918	0.615612541	7.923055407	11.88501711	1.162185466	1950438	5.947739586	0.278834125	0.035548785	7.472503471	1.290123918	18.90859018	16.92163034	984.1352708	19441.84901	2446.335007	5.785997358	5773.604756	10.9344782	882.6733157	265.3546896	31.02813738	15.32377807	293.7507266	838.151255
79.T.1	17.4648308	17.23548871	56.82708457	8.62491966	22.08717451	43.60732221	21.12919083	23.54272989	24.72657147	15.30922625	4.446379439	3.709635026	425.4607531	109.914144	82.43458689	3.647570697	34.30231309	2.494362529	3.999131003	0.064	0.552435742	41.05546824	2.876948412	797321	20.2697485	2.316487187	0.304736618	1.015883132	0.259024846	82.54968326	278.9504694	4894.434917	70.00541667	174.3730833	251.8519167	67.13191667	159.2151667	NA	NA	NA	NA	2.666666667	NA
47.T.2	15.07698375	15.34000241	57.98588442	7.817585578	21.60908608	47.33593021	20.05552942	19.2907467	21.57077477	20.38477207	3.807759801	3.905291844	251.9762639	64.92032772	68.53599478	3.142721945	31.8836001	2.60752624	3.096314517	0.108034628	0.515347001	10.29414024	1.655443131	1145147	10.94906787	0.221223443	0.170815022	1.585435802	1.317919454	184.8305667	273.4999851	8409.092497	74.97658473	297.3213454	1988.849418	56.40491591	10.75446313	NA	NA	NA	16.21241915	5.904269082	NA
66.T.4	20.72106113	19.10150203	63.06468458	11.07143175	25.9312046	67.08324111	25.22834636	23.98242089	23.73613503	17.28237081	4.130792723	3.907090743	453.6775446	98.98166308	71.94425083	4.111433853	33.29537193	2.024331633	2.065686255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8419.207861	548.3040462	1109.90578	1599.693526	374.0100578	4822.568671	NA	53.6417341	NA	27.46601156	27.15260116	NA
24.T.3	26.75412207	16.39267675	54.23400062	8.047683663	22.37166157	46.75872905	19.76635718	18.73773659	26.06414849	18.06419474	4.033911121	2.88321766	597.4694992	147.9168264	117.2020399	2.571088623	60.37548934	2.140795381	2.347443601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4094.490075	60.84015038	369.4604511	211.5222556	104.3395489	12.33458647	NA	38.37413534	NA	NA	8.442706767	NA
20.T.2	20.11964741	19.41122553	65.83802738	10.58163805	25.12494434	58.90727347	22.4004996	18.94202697	20.39361516	22.68047133	4.667862492	4.066406347	298.1636752	78.28963234	59.69833095	2.124996613	34.01490765	2.859004199	3.983212688	0.0645	0.0585	91.47932766	1.273104237	404631	12.90081321	1.668340776	0.055540741	0.698696504	0.22118732	43.16462808	45.60752295	6550.003953	83.18111274	210.9013177	1171.083163	83.315959	15.12884334	NA	48.9250366	NA	38.10761347	34.83089312	NA
9.T.4	15.36444291	13.89782009	49.51707216	8.072931518	17.61248625	47.18425742	15.7723811	20.31239301	17.79104512	14.9292959	4.920639815	3.64302946	186.5663265	70.53416391	69.94218896	2.146116376	44.12335885	1.508301739	1.704031186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9596.141795	194.2129915	541.3830769	1642.697692	93.80940171	4.757948718	15.80632479	40.59538462	28.30401709	18.12239316	23.79649573	10.9125641
