Sample	NMR_2-Methylbutyrate	NMR_Lactate	NMR_Alanine	NMR_Tyrosine	NMR_Isoleucine	NMR_Leucine	NMR_Valine	NMR_Lysine	NMR_Succinate	NMR_Glycine	NMR_b_arabinose	NMR_b_xylose	NMR_Acetate	NMR_Propionate	NMR_Butyrate	NMR_Glucose	NMR_Isovalerate	NMR_Uracil	NMR_Hypoxanthine	Tryptophan_Metabolites_5-hydroxyindole acetate	Tryptophan_Metabolites_melatonin (pg/mg)	Tryptophan_Metabolites_anthranilate (pg/mg)	Tryptophan_Metabolites_indole-3-propionic acid	Tryptophan_Metabolites_3-methylindole (relative; raw peak area only)	Tryptophan_Metabolites_Tryptophan	Tryptophan_Metabolites_Kynurenate (no IS)	Tryptophan_Metabolites_Kynurenine (no IS)	Tryptophan_Metabolites_Serotonin	Tryptophan_Metabolites_tryptamine	Tryptophan_Metabolites_indole-3-acetic acid (no IS)	Tryptophan_Metabolites_indole	BA_Metabolites_Deoxycholic acid	BA_Metabolites_Cholic acid	BA_Metabolites_Ursodeoxycholic acid	BA_Metabolites_Lithocholic acid	BA_Metabolites_Chenodeoxycholic acid	BA_Metabolites_Deoxycholic acid sulphate	BA_Metabolites_Taurocholic acid	BA_Metabolites_Glycocholic acid	BA_Metabolites_Taurodeoxycholic acid	BA_Metabolites_Glycodeoxycholic acid	BA_Metabolites_Glycochenodeoxycholic acid	BA_Metabolites_Taurochenodeoxycholic acid
25.T.5	14.26647566	25.00318209	73.96672996	14.12135459	30.83225966	77.85253917	28.60819042	26.33260209	504.6712024	33.53443287	2.589074469	2.693084918	462.2494594	138.6417795	56.65531861	19.48194416	46.24970941	1.59997214	0.926406375	0.0533	0.109823054	31.50296297	2.516101592	2895	38.41855981	1.339045143	0.261948832	1.543572484	1.018919828	36.06851565	59.59663384	20410.23167	248.8615756	684.7586817	2229.076367	161.4438907	3769.259325	18.72893891	23.31205788	NA	NA	10.16028939	11.72861736
56.T.5	9.87118022	13.76682514	52.33584626	9.176920189	17.89559968	39.94490446	16.95843538	34.15063541	47.51246979	16.79037405	4.910606141	4.258057588	597.4722717	83.40793437	92.44776326	7.099717231	20.70575211	2.042407632	2.344674123	0.195465416	0.256282492	20.70673156	4.632971939	40733	13.9472433	0.879394523	0.235932111	2.026858799	2.87904776	104.5298469	128.2652012	8113.338947	1261.092368	627.1736842	247.8726316	154.7834211	2288.182368	NA	347.0215789	1158.276579	108.9692105	67.53210526	NA
10.T.6	21.32442432	12.66260582	40.26568039	5.497459225	16.78079598	36.23796087	14.42444886	14.85003924	27.33541533	13.00764284	3.539350107	4.206029941	429.9051714	90.58729713	44.70056729	3.089245226	44.56241657	1.455476155	0.797859055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	746.7080645	23.57373272	58.17580645	281.6923963	11.26313364	10.11612903	NA	NA	NA	NA	7.723732719	NA
54.T.2	7.556018384	22.20782158	69.56259335	11.19912248	28.28712002	57.35970726	23.23163107	24.2459247	152.123069	42.41931946	6.668337273	6.76598647	777.3820363	80.37318493	142.1767144	15.37745069	24.53499879	2.792082147	1.65902945	0.0438	0.175596552	3.212839772	2.821980739	15687	43.46806319	0.244033689	0.120598949	0.292725034	0.928482966	45.63052913	13.55701033	14161.49194	8660.003889	3268.920278	933.0494444	2470.075556	328.305	341.1972222	192.3880556	NA	181.1872222	54.25333333	29.58333333
29.T.6	11.97897868	17.05080682	39.01012184	9.573542086	17.18797839	37.68159601	16.06617222	25.43401596	19.31551105	20.00529396	4.281794099	3.56436177	662.4791474	81.15286	151.2037125	4.408611566	22.85888467	1.490601908	2.222737271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4559.260902	160.0568922	428.5408521	852.0333333	93.05162907	5.9839599	NA	NA	332.3	NA	5.771428571	NA
31.T.5	6.599576246	20.63919525	80.61967749	10.83411496	37.91430771	49.55952689	23.71822936	54.08080152	1311.634799	26.5301461	6.734465946	6.05539349	532.0911049	35.11406885	94.08356593	13.10750054	14.78066222	1.782078078	1.343778821	0.0102	0.156252428	6.306890581	1.196110665	4947	13.20053098	0.042287879	0.222183614	0.193117641	1.815135293	11.51055592	22.03821792	3525.06465	8963.452866	738.2984076	10.09936306	0.343312102	11.33853503	320.1601911	88.58216561	NA	NA	68.47579618	269.0656051
54.T.6	16.51940446	14.83177036	49.43215288	8.851949567	19.8296216	45.33517752	18.15818469	18.7231967	23.98145505	14.45322071	4.035811094	3.24718095	390.803661	107.5332727	69.7475042	2.134747774	39.14041293	2.190836842	1.873173935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11641.91446	18.25277108	383.2060241	1852.897108	18.72626506	16.04795181	NA	NA	NA	NA	7.181445783	NA
43.T.4	11.20475265	17.13476902	47.75245533	9.821643727	19.78866157	44.43705028	17.67411247	27.355323	74.1401924	23.74543217	5.966773414	5.901453277	575.9370658	67.22093977	115.4438475	18.25494831	21.7805924	2.004294245	1.798711668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11119.19915	576.7706215	532.6618644	588.8528249	212.5734463	8.038700565	NA	NA	NA	NA	9.039265537	NA
72.T.3	13.44673664	18.95090728	61.88312529	10.41469721	25.19494259	54.9553942	23.23501774	24.7962411	43.67036217	20.79546214	4.231767668	3.314704779	302.1655008	66.741664599999993	71.01044452	14.20070739	26.06969561	3.036017221	2.538310696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17935.70521	52.79498069	379.9679537	753.830888	46.13030888	6.802702703	NA	NA	NA	22.33532819	NA	NA
78.T.2	19.80247566	13.68130537	43.83374556	7.657988514	18.33424717	39.39907787	15.25454307	19.15563747	27.09398167	15.20896467	3.923602393	3.886725339	408.3240032	118.8945268	90.84936034	3.633710968	40.69680693	2.092345125	2.74552853	0.031	1.373008868	8.545322362	1.352784077	805657	8.851923696	0.314924334	0.171574834	0.893946774	0.120229602	41.41866535	79.03335177	4129.934867	48.50895884	193.78523	49.23050847	17.45375303	7.399273608	NA	39.48062954	NA	NA	4.866343826	NA
21.T.6	23.20754583	21.81983983	99.71956856	12.97896073	38.83489812	87.36021682	34.01815081	26.20386633	33.22443576	37.19598217	4.612980979	3.632680068	304.0562278	100.2174696	108.4962293	3.871187242	50.35855231	2.937355868	0.78066108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19533.64006	190.0120192	873.9339744	765.5530449	108.9980769	9.950641026	NA	NA	NA	110.2253205	2.403846154	NA
77.T.1	14.95169657	12.54806184	33.92301756	4.858750696	12.91778893	24.20226493	11.81375344	11.80833592	23.21455748	11.56920338	3.388510377	2.849874107	204.911073	42.19927212	31.25839407	1.652463779	28.37494595	1.631748108	1.486711052	0.124352678	0.406674935	43.1490667	0.543298666	4735790	9.402881541	0.66102611	0.102855383	0.764200344	0.145854103	5.791982723	18.95371786	2815.972021	15.20639033	127.7374784	752.8528497	8.464248705	2.939896373	NA	NA	NA	NA	NA	NA
24.T.4	14.28608434	12.00726028	35.74319706	5.941358005	14.47936563	28.24227371	12.6154806	14.85573012	23.68019493	14.02163922	4.592721291	3.370283602	250.3311581	52.82091126	49.90263971	2.92391742	26.20883069	1.997055811	3.235812711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3834.087811	43.78731343	328.659204	431.1455224	40.80995025	NA	NA	41.08507463	NA	NA	4.091791045	NA
23.T.4	21.66023861	16.93892954	50.63779328	8.562415746	20.71680744	48.86295797	16.55145471	20.90988032	39.59828553	16.76273829	5.524377873	5.493675642	798.0218866	216.5724434	129.8904681	13.29793438	52.60690631	1.898440225	1.378988731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10898.85928	50.04072165	404.357732	740.4734536	37.36134021	5.530670103	NA	NA	NA	NA	17.17603093	NA
59.T.0	16.47318255	20.50459804	82.65724802	12.89232899	32.44521475	74.82935182	30.18324741	26.25922446	32.124197530000004	41.1584531	4.156646787	2.435287571	358.6428873	94.2432518	82.67981648	2.767707646	27.54218552	1.994228052	0.940429534	0.0961	0.110314877	14.11643527	4.252534783	27936	29.46083403	0.162708969	0.142423273	0.181067152	2.035640403	65.97308769	11.57877356	13163.79825	156.2332362	154.2157434	1973.21691	15.93906706	15956.24315	NA	NA	214.0370262	NA	3.947813411	NA
3.T.1	13.91398142	12.60485223	46.4978444	8.256283185	17.33062769	37.54060498	15.22390395	24.15279557	36.20356936	16.39770564	4.545929654	3.245010582	639.8943691	127.8157512	159.7129213	3.961100446	33.63121395	1.581745096	1.121124035	0.19534407	0.866411954	3.885230784	0.568549842	11729	4.816451891	0.012229561	0.038083645	6.740694392	0.126462679	6.094599671	22.73536391	12147.73691	4815.638017	1763.589807	1325.741598	1709.26832	62.00275482	34.71322314	892.3749311	NA	309.6641873	296.3749311	NA
16.T.0	15.5292296	13.13937447	40.53698496	7.975831263	14.49827397	33.91110529	13.72445545	16.50023589	25.98255742	13.11750465	4.998540179	3.439733422	571.3011094	98.32330997	95.12592719	6.136825576	30.630543	2.070856271	2.719429483	0.0237	1.807163532	10.49939662	2.174878106	444593	11.74263049	0.318562569	0.201614599	0.424107138	0.179638206	12.59068208	87.92109039	1326.304439	16.33368146	51.73185379	75.97937337	5.674412533	3.95613577	NA	NA	NA	NA	NA	NA
61.T.2	23.03675674	18.87459665	57.10333426	8.600034016	21.22322599	45.50097249	17.2406675	32.86100873	22.98799253	16.0812702	3.858734427	3.648473059	737.1353724	193.127127	102.2917476	3.971880241	45.97831068	2.029671263	2.374686524	0.045	0.182626795	6.180466503	4.392351608	34480	19.63619958	0.030433511	0.173265804	0.347804916	5.629073674	61.26488453	210.811607	15749.89641	6449.391989	4546.982873	669.5980663	932.4314917	30.5558011	NA	NA	NA	NA	12.18287293	NA
68.T.5	9.699060541	12.10876798	27.57701456	4.164730287	9.075745277	24.10232561	9.144121542	10.75070205	18.54276692	16.62260291	5.853119954	4.203205363	118.1719808	32.11631818	26.99932085	2.212095734	27.57899884	0.984849274	0.819113801	0.00527	2.203360292	6.065851963	0.0224	1515121	3.010670436	0.214330306	0.162726589	0.786474055	0.894557549	36.81115089	165.7066841	18126.54364	121.0949495	560.4690909	993.2929293	59.54040404	6.773939394	NA	NA	NA	NA	3.210909091	NA
52.T.0	13.48199773	16.33851627	60.60101601	11.02916297	25.9677527	60.7239182	23.98835669	22.72098851	44.06965498	21.41430142	4.23861133	3.555181362	562.0922109	63.56025251	117.1202128	3.736365465	29.32371944	2.321998227	2.084538901	0.0241	0.269345732	21.10981755	1.396167646	3120459	27.2917396	0.668176984	0.048219874	2.522709051	0.656949793	48.98996399	21.35905118	6554.86	33.92594595	161.3040541	1757.534324	58.96324324	58.16648649	NA	NA	NA	NA	14.64810811	NA
26.T.6	12.07939663	23.50238767	62.93886003	11.41029123	29.44184902	54.2935338	27.91407868	22.94475511	27.69032148	34.41314277	3.520513066	2.724994101	188.9650708	38.43069371	40.82124541	2.143431666	20.13776881	2.341116174	1.873737042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2874.012385	11.06926606	86.50825688	660.4206422	11.4353211	6.291972477	NA	NA	NA	NA	4.605504587	NA
38.T.2	16.81434902	17.89181783	61.42690974	12.23095814	26.82607938	64.93515044	24.71107107	26.20080359	24.21876323	17.17278933	4.081087897	3.034955932	616.7604336	105.4629729	165.0912555	4.973837246	35.42797083	2.153863434	2.798792547	0.0048	0.103211216	8.301844132	3.864992952	1539892	25.31556977	0.468045942	0.19609643	1.793010348	0.468157052	105.2598469	118.4635322	17092.46353	94.44334862	659.9853211	1106.417661	128.0394495	16.51536697	NA	NA	NA	38.75917431	29.92981651	NA
67.T.5	13.50883228	20.90395831	70.76100575	12.24936879	32.72717099	68.65016099	25.15795772	22.11512432	26.1224215	43.85236872	3.81580369	3.561795039	565.5637264	123.9763059	80.62817844	3.726161671	33.68811982	2.957474086	2.108050284	0.00806	0.11179489	20.02278384	2.529854321	403666	23.19091533	1.55863382	0.222869518	0.474567969	0.358956345	31.57910366	49.61561337	16750.75028	12318.52244	1569.505114	1829.44233	2987.984659	60.52301136	65.02215909	248.7139205	68.01448864	165.5795455	77.27073864	5.349715909
31.T.2	11.58679687	19.23986692	71.92636567	13.70113625	30.1937253	62.36584605	26.30001767	37.15111628	20.37297197	27.57652767	4.129174974	3.577655468	1079.212434	191.287453	126.5935497	11.8123849	28.90348315	2.380543366	1.724260583	0.0194	0.402496448	3.241053073	3.790685256	14018	8.090299636	0.061105992	0.446228002	0.093649304	8.994049078	28.79094492	94.03465759	6209.955256	464.7819407	1378.24717	351.0126685	412.6024259	NA	NA	NA	NA	NA	29.63207547	NA
24.T.5	15.25676971	12.864507	49.11601426	6.686789207	17.45706735	37.91249469	15.35081918	17.22762095	25.25642034	15.81588681	4.294252175	3.387475225	249.4364789	60.50554129	49.2962255	2.396357347	30.7713893	1.678678588	1.569557092	0.115401245	0.395616918	14.26952267	1.145744493	2322303	12.07257628	0.483431507	0.032484618	0.976398672	0.903725571	64.56973094	11.98237085	11183.97289	47.29854227	608.5653061	1693.381633	144.1107872	5.140524781	6.669970845	65.05772595	NA	NA	19.58833819	NA
69.T.1	24.93558765	17.92365468	60.76809476	10.0261349	25.2483461	62.86345857	23.73010961	24.71357277	22.54143775	19.40878545	3.786458898	3.094831244	385.925849	115.7287724	129.1985812	2.572736797	51.34012659	2.18070246	2.671817294	0.102163656	0.550544069	16.45704966	3.513578592	3361146	58.33337031	0.641624617	0.076238208	0.980192062	0.960576918	35.69626351	113.8642298	11114.17707	189.2111111	317.144208	366.3356974	37.37186761	17.11040189	NA	NA	NA	NA	7.169739953	NA
78.T.3	15.83328008	14.71545008	47.71978236	9.070767315	20.67943251	45.33269123	17.81363759	22.53823221	24.25056809	14.96835826	3.899300613	3.52317465	919.1426077	156.8746561	105.3807315	10.74165431	30.00817571	2.367388012	3.389994342	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8987.659133	45.9003096	254.0733746	487.3956656	423.0216718	NA	NA	NA	NA	NA	7.625386997	NA
76.T.3	17.59699344	17.49134353	65.7355432	8.47911173	21.97979634	54.71017384	20.66060419	17.65327672	34.73208669	15.17617669	3.520231442	2.715771111	413.0238326	87.31471816	60.85793298	2.140730761	30.53977688	1.777742661	1.125484502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16517.12357	21.86923077	1265.902978	608.2156328	155.8086849	11673.45881	NA	NA	NA	49.79007444	8.864516129	NA
66.T.5	24.57578896	17.17870602	50.9785817	8.846495486	22.87140239	50.72891221	18.96642247	18.03526712	21.43448085	24.63681325	3.891973964	3.027219176	315.7981003	94.33393469	97.778357	2.2992015	45.90935737	1.78332113	1.416523571	0.0763	0.980115096	8.408148637	0.985124991	4599494	7.817497805	0.269635568	0.270744617	1.837131041	0.154105771	25.81209681	137.8411362	11487.30509	35.96615776	552.8414758	808.9264631	63.90356234	29.42900763	NA	NA	NA	NA	7.373791349	NA
66.T.0	22.98755617	16.25627103	53.95176635	9.13648267	22.55971064	56.38580173	19.82373241	19.25044164	20.47395242	15.71882958	3.874744445	3.587362111	350.8164915	104.5872409	84.8026968	2.273879883	43.77477342	1.384325886	1.477311158	0.0437	0.754351739	9.659175579	1.468853014	1273184	8.969486975	0.400426043	0.141244254	0.458055823	0.137086236	67.18090309	73.99703046	16032.28101	26.39447115	665.9358173	1683.592067	59.47475962	50.55913462	NA	NA	NA	NA	5.728365385	NA
55.T.4	28.36861808	26.53556275	62.89733228	6.748044408	24.03836049	70.2365632	21.05067458	12.73918795	21.76367123	25.15034965	3.674063257	3.629184426	415.2914969	174.7120205	157.7087459	2.351448604	50.80812074	1.064330438	0.952096083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17762.55172	183.1272611	925.4388535	502.9907006	185.1689172	15783.74497	NA	NA	NA	18.39121019	2.594522293	NA
60.T.0	11.09894152	21.51835651	63.77025449	13.19159053	27.52029364	62.19415064	24.77041867	23.40414305	20.13066971	28.44680137	3.731708556	2.996063603	331.7492301	63.11884361	62.35889646	4.706931665	22.24100252	3.892662184	5.189541519	0.00915	0.406055523	9.950209577	1.243075065	114376	15.18767754	0.672395302	0.106120755	0.342053632	0.151300561	110.5847172	16.1645829	11674.71456	20.31644205	461.9638814	2709.608086	52.25390836	501.109434	NA	NA	NA	NA	12.92237197	NA
30.T.1	9.427418315	14.77049902	36.93381462	9.118297846	20.70535578	45.82985121	15.78111111	23.61154698	66.99754992	15.31699525	3.7400979579999998	3.2185429230000002	232.1159876	45.60932192	39.37646537	4.141444624	19.01783599	1.404913235	1.458813436	0.0773	0.262196755	7.314983784	NA	4182	30.59350956	0.145557012	0.181738236	0.354566907	1.035842058	24.89605412	58.13138256	801.339759	17763.251079999998	3041.281446	18.53301205	1046.152048	476.0250602	2125.316386	326.6033735	NA	NA	41.97301205	102.2373494
46.T.5	11.58067888	15.55562428	59.58923327	16.52739242	25.8969866	65.76627099	22.48139482	31.35997223	18.20299579	18.35745335	3.955089449	2.41843369	338.0255164	93.80650347	79.00965717	6.431392582	25.50166782	1.744333985	1.283889394	0.0111	0.0297	8.816346192	5.077039722	4078	12.50400241	0.305625696	0.119972297	0.179915937	1.188334729	19.86172529	138.3245719	16125.549	536.382392	3420.43289	3800.072093	705.1363787	219.7747508	53.40049834	NA	23.62840532	NA	8.691860465	40.74950166
70.T.1	16.88547338	26.57951736	124.6607517	12.79529332	39.59879019	78.35014897	28.03616058	31.38329014	61.90468976	56.10597712	4.055162681	2.724478824	412.1761808	75.8297202	51.55113067	1.437604054	33.4879196	1.528432716	1.102295117	0.0511	0.282342913	8.244496788	1.134820828	844235	104.3682984	0.683030225	0.282034639	1.123713867	2.036544527	9.011696463	95.26617624	6686.633069	18.67142857	183.7531746	671.2957672	26.73359788	NA	NA	NA	1222.068254	30.42354497	NA	NA
36.T.2	13.340892	13.69859729	31.00621073	5.662332765	15.40581719	30.01725199	11.69596459	14.93608192	29.08774944	24.06663283	4.392410608	3.661142965	609.8109787	80.39516786	129.9381429	6.634378921	23.3871273	1.717117055	2.552856016	0.22827584	0.149687338	30.93529779	10.17054992	4149	7.176042807	1.589483906	0.057444796	0.081916525	0.0663	16.06958534	2.459877046	3421.716897	57.69172414	90.7837931	1354.043103	34.64448276	8.929655172	NA	160.7534483	NA	NA	48.0662069	NA
37.T.2	24.05239828	14.35527256	51.27764487	8.197208094	20.31833891	52.1028177	17.85869586	18.8814977	26.22866385	18.65591126	3.539926225	2.684917291	452.2384827	163.687794	117.9725268	1.627384239	55.17552534	1.498337955	0.984182027	0.100862693	0.152558517	7.68049323	3.483204729	66562	24.04954887	0.784893129	0.26846457	0.317803616	0.319833375	131.3131791	296.1438672	16681.12401	221.8709677	749.7679211	1658.956452	228.7116487	2905.863262	NA	26.59498208	NA	46.48064516	10.0390681	NA
56.T.3	6.521475569	15.98683626	35.89906251	7.450628586	15.28058348	30.53114757	13.48440302	25.85986048	38.93284121	22.44151141	14.60988093	15.34426121	623.1392294	51.63247038	92.575985	15.42500453	13.56625799	1.511321434	1.840923202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2172.601053	4887.513947	369.8918421	200.4965789	492.2692105	2750.764211	NA	116.6823684	NA	NA	30.99605263	NA
64.T.4	17.08658948	9.837900358	25.73341012	4.436138732	11.33473119	22.96402245	10.5653545	11.22601988	23.67851488	11.04234424	3.962527579	3.251995506	229.7160927	56.64617001	37.30242618	3.049739739	34.10380849	1.006751498	1.043847453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2376.335697	52.9599022	207.8787286	2661.261858	26.09364303	17.89339853	NA	24.50415648	NA	NA	6.807334963	NA
60.T.2	13.90544096	19.36969758	59.69914985	12.07179344	24.5196923	60.19251369	22.50303373	21.16220106	21.99844667	24.9303561	3.781647716	3.44524599	576.611224	113.9731325	108.6098176	6.032444595	30.46349416	3.362263029	4.010520299	0.0349	0.200658495	8.02908148	0.665244533	481459	15.05874863	0.152119961	0.229056545	0.336733069	0.425344937	78.97908648	67.91415798	17185.45721	51.08628842	1129.817258	1738.444681	110.7330969	11295.32719	NA	NA	NA	26.15153664	11.24160757	NA
9.T.1	13.11596681	15.51653902	39.75856874	6.081561153	13.66139494	33.9670094	11.9104374	21.36762252	18.48104529	28.85990122	4.957729844	3.482676266	148.4722865	48.20428919	56.44378284	5.912583071	30.16947929	1.111670633	0.686287088	0.0103	0.129123717	3.124950913	0.0834	1688801	3.647194416	0.021229084	0.011960959	1.305481557	0.0125	4.027197253	4.338813356	16362.39606	80.77881773	522.2465517	386.6504926	72.23251232	27.97783251	NA	NA	NA	NA	40.408867	8.415270936
77.T.0	19.03089685	14.03661046	47.39757203	7.152559061	18.01032634	39.8011583	16.0863395	16.83858421	24.51055207	14.38294528	3.739226217	3.197224796	443.3907158	91.26263134	93.42881604	3.105135965	41.20347138	2.007796686	3.439232366	0.00871	0.116500987	13.84702469	4.558109194	6563748	12.44017528	0.659318676	0.188143698	0.66120157	0.414286355	229.2681158	95.83306906	6763.316433	35.16753507	316.8681363	736.2821643	36.68737475	50.60240481	NA	NA	NA	NA	NA	NA
54.T.0	16.97810103	14.55508851	42.33532598	7.020289011	16.34614507	43.10573997	14.55733239	14.73715142	23.9906618	58.66887028	4.757223016	3.858876004	368.0050646	95.23881843	109.9821488	2.265402958	38.84302387	1.264134895	1.134559679	0.0361	0.681739251	4.668018233	2.479295251	4460031	13.32509314	0.139696567	0.143050109	0.700382904	0.617014648	47.63360536	204.391887	16414.13133	178.4270386	1023.399571	1038.035622	230.5399142	4728.490558	NA	NA	NA	32.18025751	22.80665236	NA
7.T.3	14.59266675	11.74159571	26.42841627	4.084459745	11.82234159	18.65614483	11.4601471	12.99987662	25.4725867	10.95562107	3.688228181	2.856968585	222.2747757	68.55264327	88.48240852	3.043376474	24.65633399	1.242930731	1.075333845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11069.07122	15.5272997	276.3691395	338.1994065	14.77091988	11.48991098	NA	NA	252.0062315	NA	NA	NA
8.T.6	19.90029995	18.94973783	49.1852154	7.636478058	17.06526627	47.63102905	15.57707582	14.61245369	21.12186	14.2616394	3.199804598	3.056905694	243.1822777	76.21196319	60.27022404	18.90195027	34.03144892	1.328016594	0.939608729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14821.91058	87.93923358	250.2452555	2084.728102	45.28631387	8.75310219	NA	NA	NA	NA	2.574817518	NA
41.T.1	12.31582159	18.66255066	55.91803727	13.04830088	27.06936854	59.47863904	23.05638639	23.81997237	19.65204897	30.40273029	5.238085757	3.79679131	643.4276813	108.7373999	132.0980344	7.64049872	27.94465063	1.810726195	0.84302452	0.0434	0.721857275	6.250473759	9.046497185	38424	71.87459021	0.12676819	0.127863848	0.152848774	3.538691837	39.82123791	41.53973523	7473.059295	398.8054487	69.19871795	1628.722436	239.3852564	6700.779487	NA	32.50192308	NA	115.9310897	42.84647436	NA
27.T.0	22.70012421	13.43468728	48.10183395	7.720804208	19.01884071	42.85720306	15.85446542	18.17041909	28.86750782	15.71457296	4.294388289	3.114011874	355.1651653	95.62029271	78.35233685	2.177826621	45.05180499	1.661574366	2.750372549	0.278772891	0.637965194	18.27919499	1.662954907	2501981	22.61132314	0.588677032	0.1483501	0.385749756	0.533223865	119.0402659	17.35101618	6395.133433	41.21074627	341.5925373	1295.249254	48.44447761	10.93970149	NA	NA	NA	NA	5.306268657	NA
32.T.1	13.24610588	15.5511798	47.11525194	6.472841969	16.81133203	41.16795338	13.80803075	13.89932764	19.0373778	14.86060232	3.835025444	3.036763653	207.7942012	55.81478991	40.48015912	6.295689486	27.99868081	1.309583664	1.109803689	0.682167646	24.84606017	6.121737405	0.0946	1624263	1.530253127	0.221215941	0.014160087	36.23477397	4.82e-4	5.138623705	4.255597851	18892.5117	23.46765957	434.4919149	524.546383	72.87638298	7.052340426	NA	NA	NA	NA	NA	NA
55.T.6	9.866341253	44.0103989	196.6956606	16.00023598	61.08425559	119.6193454	46.71957425	35.98052204	35.95542015	104.6884511	21.78856448	12.04485275	429.6742011	63.13493596	53.04809346	2.936413015	22.13241306	8.54679268	2.862480577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11999.84469	94.42098093	319.8787466	1175.607084	66.53978202	14210.54905	NA	NA	NA	148.4490463	2.771934605	NA
19.T.2	12.04334995	39.97008892	36.95093045	7.668133226	17.44664055	31.60878381	13.32051259	13.44742009	17.48646829	13.53921384	3.757316639	3.174304213	152.5925316	45.28097372	48.51574564	4.750648149	24.94462608	1.770165318	0.621398976	0.0267	0.0789	8.967679339	1.057752173	234118	6.675542689	0.179848831	0.13379507400000001	1.073722147	5.655943093	6.148595808	133.6115634	8154.786719	24.484375	404.5345703	411.13359380000003	15.8390625	4703.155078	NA	NA	NA	NA	9.262890625	NA
57.T.4	13.42484617	13.90637271	42.01076204	8.046498092	19.98740772	43.53560944	16.66669776	21.61445887	22.81216809	15.86288184	4.051982287	3.344317957	252.8053544	70.70237607	48.93876033	4.894870515	28.71456565	1.225001223	1.074726768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14519.00557	18.17019499	332.7284123	1834.370752	46.01727019	1731.161838	28.30083565	NA	75.64373259	NA	NA	NA
46.T.6	11.46918883	12.64526078	51.99706893	12.19972562	21.26911228	58.49811764	16.81561694	29.1067512	21.70226041	12.78811486	3.732726503	2.714417792	206.8666086	64.95457105	51.82520239	3.885888715	27.53753353	1.663991306	1.350976279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19614.70437	1071.993357	983.7372378	1606.968007	188.4583916	7798.643706	409.5297203	349.7305944	265.3772727	136.1339161	119.5190559	119.9124126
3.T.3	13.46474555	12.86952902	47.15666365	8.727944483	18.02968515	41.25074543	16.19994626	23.67582485	25.25723693	16.24019037	5.495337171	4.140141688	622.022892	111.4481378	117.9062387	3.481485314	29.27967557	1.649181117	1.575960809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7852.730294	210.3602941	1012.752353	1311.559118	95.86147059	3022.763235	NA	49.88705882	3112.287647	30.62	26.36294118	NA
79.T.3	17.1027334	16.36364812	50.2226003	4.970753355	13.81686994	40.36998723	13.44168183	28.2221677	21.09807717	10.1506562	3.489200103	4.673473893	1078.200655	210.010955	221.1755489	5.865718382	37.84252556	2.041525008	2.676676012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18264.80714	132.4744898	471.4138776	534.1881633	146.2638776	5572.223673	NA	NA	NA	35.38061224	14.04265306	NA
9.T.Flare	11.74565322	16.58463158	74.49605403	19.19051117	42.37752085	77.56073911	25.82347931	35.88631191	96.90499036	29.99248224	5.114740642	4.704811281	406.6222847	105.2498468	85.9441081	8.31187956	32.92428855	2.48668369	2.79440987	0.0504	0.541743353	4.932834296	6.262626913	3996	45.06864508	0.041330172	0.672473148	0.544325349	9.570213357	5.462458374	180.1661716	13350.57694	15512.92513	1418.112953	64.87953368	2880.415026	196.0455959	139.4875648	47.75751295	NA	55.99481865	18.42176166	36.99740933
22.T.5	16.98914334	14.91352162	52.82939459	10.10890683	21.63502435	61.04107558	17.06765561	18.96026933	23.47056939	17.30702725	4.796440699	3.494107315	370.4470128	96.77952343	95.20540328	10.90955689	38.23446425	1.902751322	1.794240351	0.0256	0.0561	4.350616703	7.271122077	594091	28.18356241	0.090141528	0.236725576	0.123613055	3.195370608	37.23750489	173.9588504	15549.75262	1445.605236	399.0468586	4408.951047	612.6942408	13764.66283	NA	132.6698953	207.0426702	191.3541885	107.3908377	NA
